,idPolair,nom_station,coord_x_l93,coord_y_l93,X_lamb2,Y_lamb2,LON,LAT,Département,Zone_EPCI,typologie,NO2_influence,NO2_2012,NO2_2013,NO2_2014,NO2_2015,NO2_2016,NO2_2017,O3_influence,O3_2012,O3_2013,O3_2014,O3_2015,O3_2016,O3_2017,PM10_influence,PM10_2012,PM10_2013,PM10_2014,PM10_2015,PM10_2016,PM10_2017,PM25_influence,PM25_2012,PM25_2013,PM25_2014,PM25_2015,PM25_2016,PM25_2017
86,07013,Montlucon_Chateau,669585.84,6582316.69,620634.0,2148921.0,2.60457101124108,46.3400829657955,Allier,Non renseigné,Urbaine,Fond,1.0,1.0,1.0,1.0,1.0,,Fond,1.0,1.0,1.0,1.0,1.0,,NA,,,,,,,NA,,,,,,
87,07016,Montlucon_Hippodrome,669325.15,6580547.34,620388.0,2147148.0,2.60129786673357,46.3241388676643,Allier,Non renseigné,Peri-Urbaine,NA,,,,,,,Fond,1.0,1.0,1.0,1.0,1.0,,NA,,,,,,,NA,,,,,,
88,07010,Montlucon_Centre,669092.66,6582722.51,620137.0,2149323.0,2.59813220034537,46.3437147886961,Allier,Non renseigné,Urbaine,Trafic,1.0,1.0,1.0,1.0,1.0,,NA,,,,,,,Trafic,1.0,1.0,1.0,1.0,1.0,,NA,,,,,,
89,07049,Moulins,725361.21,6606922.72,676247.0,2174018.0,3.33107535771039,46.5618565381325,Allier,Non renseigné,Urbaine,Fond,,,1.0,1.0,1.0,,Fond,,,1.0,1.0,1.0,,Fond,,,,,1.0,,NA,,,,,,
90,07048,Villeneuve_sur_Allier,719063.28,6617693.33,669853.0,2184744.0,3.249304221243,46.6590462341738,Allier,Non renseigné,Rurale,Trafic,,,1.0,1.0,1.0,1.0,NA,,,,,,,NA,,,,,,,NA,,,,,,
91,07017,Aurillac_Mairie,656225.75,6425945.24,608577.0,1992299.0,2.44516039007161,44.9313242540037,Cantal,Non renseigné,Peri-Urbaine,Fond,1.0,1.0,1.0,1.0,,,Fond,1.0,1.0,1.0,1.0,,,NA,,,,,,,NA,,,,,,
92,07014,Aurillac_Aerodrome,654228.92,6422294.42,606609.0,1988628.0,2.42019119318899,44.8983256940593,Cantal,Non renseigné,Peri-Urbaine,NA,,,,,,,Fond,1.0,1.0,1.0,1.0,,,NA,,,,,,,NA,,,,,,
93,07011,Aurillac_Centre,655547.87,6425051.77,607906.0,1991399.0,2.43664932916105,44.9232368340131,Cantal,Non renseigné,Urbaine,Trafic,1.0,1.0,1.0,1.0,,,NA,,,,,,,Trafic,1.0,1.0,1.0,1.0,,,NA,,,,,,
94,07054,Le_Puy_Causans,769825.06,6438124.97,722180.0,2005450.0,3.88674526827462,45.0388415951539,Haute-Loire,Non renseigné,Urbaine,Fond,,,,1.0,1.0,1.0,Fond,,,,,1.0,1.0,Fond,,,,1.0,1.0,1.0,NA,,,,,,
95,07012,Le_Puy_Centre,769496.88,6438774.14,721846.0,2006097.0,3.88267003748309,45.0447193630209,Haute-Loire,Non renseigné,Urbaine,Fond,1.0,1.0,1.0,1.0,,,Fond,1.0,1.0,1.0,1.0,,,NA,,,,,,,NA,,,,,,
96,07018,Le_Puy_Val,768996.5,6437145.92,721359.0,2004463.0,3.87608587331559,45.0301102161408,Puy-de-Dôme,Non renseigné,Peri-Urbaine,NA,,,,,,,Fond,1.0,1.0,1.0,1.0,,,NA,,,,,,,NA,,,,,,
97,07015,Sommet_Puy_de_Dome,697246.46,6519166.41,648850.0,2085950.0,2.96456803975345,45.7721029573578,Puy-de-Dôme,Non renseigné,Rurale,NA,,,,,,,Fond,1.0,1.0,1.0,1.0,1.0,1.0,NA,,,,,,,NA,,,,,,
98,07020,Busset,739823.58,6551297.52,691192.0,2118469.0,3.51513130800681,46.06027678508,Puy-de-Dôme,Non renseigné,Rurale,NA,,,,,,,Fond,1.0,1.0,1.0,1.0,1.0,1.0,NA,,,,,,,NA,,,,,,
99,07022,Paray_le_Fresil,745935.28,6617128.23,696751.0,2184406.0,3.60066288096215,46.6526557491613,Allier,Non renseigné,Rurale,Fond,,1.0,1.0,1.0,1.0,1.0,Fond,1.0,1.0,1.0,1.0,1.0,1.0,Fond,,1.0,1.0,1.0,1.0,1.0,Fond,,,1.0,1.0,1.0,1.0
100,07031,Rageade,721814.59,6445087.27,674066.0,2012012.0,3.27735607365446,45.1047147935147,Cantal,Non renseigné,Rurale,NA,,,,,,,Fond,1.0,1.0,1.0,1.0,1.0,1.0,Fond,,,1.0,1.0,1.0,1.0,NA,,,,,,
101,07029,Sembadel,753940.54,6464164.67,706060.0,2031379.0,3.68791190742903,45.2747202987912,Haute-Loire,Non renseigné,Rurale,NA,,,,,,,Fond,1.0,1.0,1.0,1.0,1.0,,NA,,,,,,,NA,,,,,,
102,07043,Le_Puy_Coiffier,769982.27,6438572.57,722333.55,2005899.36,3.88880557272554,45.0428555480403,Haute-Loire,Non renseigné,Urbaine,Trafic,1.0,1.0,1.0,,,,NA,,,,,,,Trafic,1.0,1.0,1.0,,,,NA,,,,,,
103,07052,Aurillac_Lagarde,655894.57,6424698.18,608256.0,1991048.0,2.44107469821759,44.9200755350042,Cantal,Non renseigné,Urbaine,Fond,,,,1.0,1.0,1.0,Fond,,,,,1.0,1.0,Fond,,,,,1.0,1.0,NA,,,,,,
104,07056,Pays_du_Mezenc,796633.0,6432366.0,749061.0,1999913.0,4.22601081273875,44.9837646022943,Haute-Loire,Non renseigné,Rurale,NA,,,,,,,Fond,,,,,,1.0,Fond,,,,,,1.0,NA,,,,,,
105,07057,Moulins_centre,726094.0,6606940.0,676979.0,2174039.0,3.34064234696947,46.5619840674767,Allier,Non renseigné,Urbaine,Fond,,,,,,1.0,Fond,,,,,,1.0,Fond,,,,,,1.0,NA,,,,,,
106,07058,Montlucon,668769.0,6582392.0,619819.0,2148990.0,2.59394603483126,46.3407237724318,Allier,Non renseigné,Urbaine,Fond,,,,,,1.0,Fond,,,,,,1.0,Fond,,,,,,1.0,NA,,,,,,
